LAMMPS data file

587 atoms
1 atom types
1795 bonds
12 bond types

-113.0 -13.0 xlo xhi
10.0 110.0 ylo yhi
300.0 400.0 zlo zhi

Masses

1 1

Atoms # bond

434 1 1 -69.36657057990406 52.68565006203405 339.58257366192515 0 0 0
435 1 1 -70.18074075080413 52.96332494169111 340.0116617487798 0 0 0
427 1 1 -68.70137068979385 52.911798839575646 342.2617487947072 0 0 0
436 1 1 -70.6184357609063 53.769086678729444 339.80266055115646 0 0 0
437 1 1 -69.835889377913 54.25381662411491 339.621894265566 0 0 0
438 1 1 -69.85029851088233 55.18011084330376 339.7870774025199 0 0 0
426 1 1 -68.16015919112566 53.6981293074795 342.028322909238 0 0 0
440 1 1 -71.02782645967274 55.17308602329459 339.8869300804478 0 0 0
439 1 1 -70.50966383670816 55.54504326813227 339.1820505402414 0 0 0
432 1 1 -68.50381634726004 51.64462511156768 340.03513715716764 0 0 0
433 1 1 -68.48794627918724 52.34870547187736 339.4209369643026 0 0 0
429 1 1 -69.58058881541459 51.797246075034145 341.6576785025545 0 0 0
428 1 1 -68.71174116410305 51.99355545232223 342.0452626717081 0 0 0
431 1 1 -69.50060522287183 51.5624472285678 339.83908850225134 0 0 0
430 1 1 -69.65558730817024 51.99036214028168 340.68163646284745 0 0 0
425 1 1 -68.34265280387528 54.23232759967563 341.21147432142175 0 0 0
441 1 1 -71.39675110608536 54.44605149259399 340.3649133824004 0 0 0
442 1 1 -71.8146862479724 54.98718192569181 341.04031088797086 0 0 0
424 1 1 -68.32608426482064 55.102511116140285 340.8270940385954 0 0 0
422 1 1 -69.7948045833748 55.694727819376915 341.0268912491582 0 0 0
423 1 1 -69.20487198856019 54.943842225169355 340.7851341460629 0 0 0
360 1 1 -62.49913775894918 59.07368286388078 342.96910474916456 0 0 0
331 24 1 -61.820132296910465 61.316812257193014 341.85139518181137 0 0 0
332 1 1 -60.87057276447181 61.175138508584496 342.05897555641695 0 0 0
330 1 1 -61.34043761530116 61.63997738276756 341.06533373907706 0 0 0
329 1 1 -61.07483563241149 62.64956392183337 341.14279341972735 0 0 0
449 1 1 -70.18329938545185 52.67630868244481 342.7640379690147 0 0 0
448 1 1 -70.21610562389719 53.41152021302008 342.13020375430057 0 0 0
450 1 1 -70.85586282169858 52.52699516001593 343.3893801606926 0 0 0
451 1 1 -70.12160224071908 52.71550987573595 343.9558530078074 0 0 0
452 1 1 -69.4622313408831 51.99416233244 343.89172784109974 0 0 0
444 1 1 -71.7123132795276 54.40141360602284 342.2840349680773 0 0 0
